Course_description,in_state_price,course_name,Course_schedule_type,Course_schedule_from,course_site,Course_schedule_time,out_state_price
"Focuses on the writing of essays. This course offers students the  opportunity to understand writing as a process and to develop clear,  effective presentation of ideas. The student develops an awareness of  the relationship between writer and reader. The course includes word  processing methods and research and documentation using print and  electronic texts. NOTE: Students may receive credit for only ENG 101  or ENG 103 or ENG 105",656,, in class,From 1/5/2016 to 1/25/2016,Greenfield Community College,WTWThF 8:00am-12:00pm,656
